Gene	RNA.Macrophages	RNA.DC1	RNA.DC2	RNA.Inflammatory.Monocytes	RNA.CD69..Mast	RNA.CD69..Mast.1	RNA.Cycling.Monocytes	RNA.NKs	RNA.ILCs	RNA.CD4..Activated.Fos.hi	RNA.CD4..Activated.Fos.lo	RNA.CD4..Memory	RNA.Tregs	RNA.CD4..PD1.	RNA.CD8..IELs	RNA.CD8..LP	RNA.CD8..IL17.	RNA.MT.hi	RNA.Cycling.T	RNA.Plasma	RNA.Follicular	RNA.GC	RNA.Cycling.B
MVB12B	0.287115232	0.411023601	0.19760228	0.063375041	0.153519888	0.076629676	0.225470494	0.159612451	0.885366546	0.21426999	0.16361079	0.088274925	0.004323605	0	0.120439248	0.237010706	0.328793616	0.150626355	0.455466796	0.002495655	0.007668182	0.072470553	0
MVD	0.430141295	0.120327497	0.180559693	0.131920651	0.196224053	0.140511285	0.407139156	0.807490244	0.953525853	0.36309088	0.359930301	0.2845145	0.596659162	0.314509884	0.741751977	0.562040579	0.598006227	0.514732571	0.924445717	0.131075845	0.447911984	0.788148988	0.59164435
MVK	0.172596106	0.021438266	0.050989549	0	0.051587389	0	0.155523285	0.034757952	0.093597037	0.159426358	0.215562086	0.119282116	0.16263525	0.194074162	0.258754287	0.185600956	0.157529949	0.658943998	0.419620881	0.044822719	0.125993085	0.35410841	0.107767439
MVP	1.71686987	1.378483019	1.417018088	1.842637884	0.633032972	1.055171822	1.523828394	2.398465533	2.122287925	1.922447356	1.850601783	1.85196723	3.026446478	3.09477789	1.896791107	2.146957953	2.045427119	1.756298493	2.263362888	0.253484566	0.840558889	1.10997535	0.935043097
MX1	0.825083539	1.044159508	1.1060576	0.651720329	0.107626701	0.448377534	1.315598568	0.610446641	0.869048479	0.933948347	0.691678421	0.804570099	1.274933872	0.560575121	0.735382965	0.970641174	0.426135679	1.801921378	0.585967408	0.230045784	1.113612244	3.061062753	1.041744593
MX2	0.457701727	0.390213843	0.878568944	1.137780181	0.24415672	0.024930323	0.211155359	0.189499239	0.816874013	0.915117671	0.938458515	0.997137216	0.801711743	0.544979979	0.288951009	0.834362149	0.440243531	1.11273267	0.489830068	0.060712346	0.697517546	0.583366492	0.087980242
MXD1	0.45691144	0.404683813	0.478665978	1.302820299	0.158252005	0.40249543	0.228358545	0.199372717	0.524104537	0.254599642	0.233805058	0.180257206	0.125316818	0.200872043	0.131377567	0.233705669	0.189812275	0.552869208	0.092198843	0.174249272	0.174572648	0.206718338	0.097393349
MXD3	0.117311951	0.009841543	0.036293972	0	0.037597466	0	1.124947105	0.11392715	0	0.01651417	0.015231335	0.01240017	0.052901405	0	0.047343037	0.063065778	0.070313162	0	1.027569504	0.049595158	0.087612908	0.086484714	1.533744133
MXD4	0.73500496	0.569255968	0.398651782	0.305953362	0.467832992	0.433356367	0.344682486	0.635143756	0.771959397	0.482678339	0.36268744	0.446440852	0.800030207	0.881092399	0.74598332	0.843454785	0.895440597	1.442533448	0.540466295	0.166730006	0.296683733	0.782302262	0.179058815
MXI1	0.186704301	0	0.062095687	0.167657388	0.093294221	0	0.185943412	0.381189193	0.444365382	0.430267301	0.528721491	0.561249375	0.281306966	0.258969518	0.133031796	0.207511451	0.321537588	0.27873831	0.208321358	0.100301647	0.25577824	0.038656892	0.015134156
MXRA5	0.013747866	0	0.008402085	0	0	0	0	0	0	0.014216351	0.006563743	0.002748325	0.003856022	0	0	0	0.027374236	0	0	0.006224662	0.001781153	0	0.009032526
MXRA7	0.080146993	0	0.006255827	0.017830347	0.005382501	0.062455703	0	0.019582235	0.358974677	0.030474661	0.04780733	0.057082611	0.021296834	0.03984587	0.174137772	0.23097243	0.024134971	0.293243473	0.061596546	0.010807786	0.019112033	0.059708072	0.041168257
MXRA8	0.004728078	0	0.04213582	0	0.12022083	0	0.008625812	0	0	0.025646401	0.01196882	0.008414914	0.05527326	0	0	0.025399455	0	0	0.007342158	0.014543981	0.005820933	0	0.004244171
MYADM	1.615854292	5.249687929	4.271011384	1.806506325	9.59096514	0.928750779	1.949351414	3.875036606	7.819498185	10.85625763	6.717145564	3.321190554	1.853073278	0.872623563	1.440056259	6.530133486	2.474832567	5.802919378	3.62188864	0.935316341	2.315099668	1.789581859	0.878637271
MYB	0	0	0	0	1.004819412	0.484871512	0.092501264	0	0.06669921	0.025877217	0.002058852	0.043232078	0.052691863	0.110246261	0.022757663	0.045939595	0.011554011	0.135116315	0.027616816	0.003797609	0.00797563	0	0.077370773
MYBBP1A	0.034610693	0	0.057427285	0.072400097	0.061049131	0	0.066603129	0.088500751	0.211777656	0.098446855	0.066754676	0.073885562	0.016426647	0.121989552	0.055979298	0.10358409	0.083880817	0.126368712	0.067784296	0.031894545	0.136370148	0.038606229	0.042370209
MYBL1	0.002923403	0.034371759	0.013937855	0	0	0	0.024673767	0.307477211	0.172573538	0.672172081	0.567143691	0.077203641	0.004709405	0.047221075	0.236715992	0.222640678	0.529744448	1.145567947	0.811412116	0.008721432	0.015516208	0.95639811	0.595945987
MYBL2	0.059749279	0.047474618	0.004212418	0	0.012332208	0	0.695384336	0.035424311	0	0.002564704	0	0.039782576	0.027914922	0.057878688	0	0.007183099	0	0.118447943	0.579954165	0.151699281	0.142037369	0.483810075	1.263090446
MYBPC2	0	0	0	0	0	0	0	0	0	0	0.004160958	0	0	0	0	0	0	0	0	0.015161546	0.019610734	0	0.007759316
MYC	0.120282122	0.631960717	0.206452369	0.263988866	1.170943831	0.814217636	0.217160025	3.067196179	1.120388328	3.147920947	1.893302431	1.30956697	0.538473774	1.495053134	0.563305841	1.03275359	1.176532661	1.266343173	0.895371101	0.458523285	3.011515061	1.756335128	1.085826131
MYCBP	0.240408349	0.355727811	0.335486093	0.212876338	0.669868282	0.863008744	0.419691596	0.529257021	0.473875466	0.355113778	0.610237699	0.391285976	0.414432296	0.436236765	0.801240302	0.540312154	0.815470449	0.262169297	0.454259832	0.139364619	0.315773525	0.179221692	0.472732923
MYCBP2	0.720707065	0.377409553	0.511727142	0.779205583	0.298683226	0.2311696	0.397021225	1.405816112	1.788235368	0.897098329	0.877447532	1.393558996	1.576976599	2.562012034	1.304285191	1.254510575	1.569648582	2.815134865	1.029429548	0.311141232	2.095109918	1.783960335	0.688970754
MYCBPAP	0.000669713	0	0	0	0.006123684	0	0	0	0.03709708	0.013978381	0.014237393	0.059103447	0.02072293	0	0	0.020122449	0.009034797	0	0	0.005450838	0.011918675	0.035624106	0.003717927
MYCL	0.429489119	0.875010689	0.842519573	0.979463836	0.045232783	0	0.259362858	0	0	0.005086314	0.007193966	0	0	0	0.00467736	0	0.032591581	0	0	0.006532783	0.007080797	0.022806134	0.003189842
MYCT1	0	0	0.034753331	0	0	0	0	0	0	0.001437805	0.002887672	0.014248024	0.00578112	0	0	0.011269532	0	0	0	0.001752387	0	0.007834855	0
MYD88	0.566102643	1.425966282	1.036100861	1.229716489	0.359354028	0.726815615	0.389913857	0.627067566	0.912616746	0.508295819	0.371584396	0.609596106	0.5567279	0.745815119	0.655035872	0.678852201	0.741632064	0.461093216	0.532384079	0.065765669	0.551786905	0.962642873	0.398587958
MYEF2	0.0289512	0.053676604	0.021454217	0.037423277	0.166393458	0	0.013075729	0	0	0.050840385	0.072991931	0.140948761	0.119124127	0.142113398	0.027676754	0.084218848	0	0.43860396	0.072074456	0.014463448	0.087987821	0.212368991	0.204816323
MYEOV	0.078990065	0	0.01098111	0	0	0	0.003653976	0	0	0.009311954	0	0.012185519	0	0	0	0.002407511	0	0	0	0.034171364	0.002182661	0	0.025374753
MYEOV2	5.384053843	2.593991809	3.026261338	5.356025326	5.686529132	6.084599806	4.224925666	6.908685341	4.350168441	4.965659286	5.353672377	5.762001989	6.077013373	5.176317649	6.78992598	6.64156615	6.874018687	4.666024683	5.98509989	1.392718438	2.839880102	3.505416963	4.045939893
MYF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000749874	0	0	0.002203981
MYH10	0.002738427	0	0	0	0	0.039849856	0.004431408	0.010506069	0.159433762	0.009533928	0.003744733	0.008514367	0.015237302	0	0.011637588	0	0.027810887	0.067914182	0.008060903	0.000701641	0.008775428	0.062088932	0.024568188
MYH11	0.066788582	0.121621877	0.050718016	0.048685095	0.014359473	0	0.018531145	0	0	0.00766794	0.025518289	0.011064243	0.044653196	0.083957282	0	0.009710169	0.033467093	0.125322632	0.006225744	0.009549959	0.087733444	0.085618835	0.017487868
MYH14	0.065891893	0	0.006586937	0	0.02986517	0.270478538	0	0.056238134	0	0	0.034719198	0.004920359	0	0.027862332	0.053433937	0.003802432	0	0	0.04347999	0.015775942	0.029677985	0.102302738	0.004842217
MYH15	0	0.009466198	0.008554194	0	0	0	0.004952786	0	0	0	0	0	0	0	0	0.026001206	0	0	0	0.045046343	0.007352066	0.005130468	0.005420959
MYH3	0.000395984	0	0	0	0	0	0.022322404	0	0	0.015826089	0.037113455	0.032840865	0.03174936	0	0.007659115	0.003410848	0	0	0.005592562	0.003045143	0.029977603	0	0.010839854
MYH7B	0.000546447	0	0.005280976	0	0.032868399	0	0.014366374	0	0	0.033986539	0	0.006758144	0.006090706	0	0.002608013	0.0230228	0.022711481	0	0	0.005034641	0.016084089	0	0
MYH9	1.523597953	1.051260394	1.21657474	1.540695427	0.527990121	1.00926469	1.622186925	2.43111314	1.445113502	2.517752396	2.215646426	2.305240411	2.37163753	2.587098683	3.46271395	3.000947032	2.965362502	7.540212293	2.187187865	0.118271029	1.113781604	1.681384865	0.498414367
MYL12A	22.63804889	35.93750266	29.17143229	23.99475357	34.67925266	55.61676027	18.69372318	76.37966524	30.7730013	63.53757808	61.89442541	47.21559402	38.49557277	26.86824973	71.81635067	65.19268336	59.90461005	45.50341886	51.15283525	2.7709698	24.37651768	30.31037892	20.47078859
MYL12B	12.33237053	11.49608573	12.85084947	15.8717275	19.10020921	32.14916213	14.94610094	33.98405736	18.75737495	23.70219074	22.200121	19.20624799	20.00292859	15.56472022	35.23109991	31.14486055	26.72904482	19.94853729	28.61564642	1.685715469	10.94123923	12.47789337	7.353796401
MYL2	0.022183476	0.01542394	0	0	0	0	0.003950358	0	0	0.005785625	0.003576324	0	0	0	0	0.01830727	0	0	0	0.176354745	0.019521316	0.070701906	0.234098871
MYL4	0.001100182	0	0.006182932	0	0.364954082	0.635192509	0	0	0	0.010429651	0	0	0	0	0.002161842	0	0	0	0	0.00779669	0.000741026	0.059978393	0.001154227
MYL5	0.367663305	0.042279136	0.143591304	0.213244168	0.394222011	0.343700842	0.293169428	0.137417335	0.245559839	0.152323245	0.148330181	0.161959906	0.045243953	0.513733608	0.140364138	0.089534569	0.116548219	0.128370859	0.038804119	0.053239033	0.181589618	0.440137005	0.112479179
MYL6	105.3864025	106.5845275	70.59682327	115.095171	52.46261864	77.14617356	99.02288369	83.71792399	82.78193772	58.7101825	62.52788945	48.42726389	78.5821256	56.81781935	85.44159286	70.85429901	90.66913223	49.22990942	96.08170361	11.07654959	25.87966978	46.57493113	49.09888319
MYL6B	0.908195046	0.298359925	0.292444326	0.348616693	0.998473378	0.512685981	0.659454403	0.099898646	0.239523121	0.169884298	0.106415059	0.30929579	1.093776531	1.801460743	0.2208498	0.228548041	0.530790462	0.240904789	0.721265061	0.328065587	0.521269773	1.061754895	0.951396245
MYL9	0.248161005	0.290944948	0.378580048	0.063355457	0.209251203	0.386204536	0.065084022	0.135820277	0.091222191	0.055241863	0.076389065	0.122213035	0.052662093	0	0.11126775	0.051398036	0.025051927	0	0.044751871	0.160350559	0.149239472	0.050045515	0.274064037
MYLIP	0.904705536	0.507510269	0.96536498	0.714006335	2.856582167	0.606707737	0.633930225	2.94161017	4.289380699	4.311600878	2.635312847	1.935675476	2.329060575	1.577245021	1.469270052	3.732900781	2.035675326	3.902966257	1.664110579	0.482305843	1.575848027	0.857957691	0.457936182
MYLK	0.038096884	0.185479745	0.132733157	0.086881397	0	0	0	0.062509905	0	0.021222377	0.024294119	0	0	0	0.030084347	0.028878839	0	0	0.019629372	0.013392637	0.01384406	0	0.009767134
MYLK-AS1	0.004688385	0	0.023671211	0	0.035111633	0	0.060139575	0	0	0.04237217	0.025113293	0.017242225	0.064936734	0.079656333	0.029295999	0.039851302	0.112370598	0	0.104423749	0.021410603	0.042592917	0.06014855	0.006553975
MYLPF	0.030260879	0.007221023	0.100580619	0	0.309219671	0.295232079	0.010035021	0.01775598	0.382216461	0.03385392	0.06985173	0.01666118	0.036998272	0.065613286	0.101867075	0.008925285	0.051919571	0.197348394	0.055761518	0.014691608	0.026454229	0	0.015313647
MYNN	0.133779635	0.051737104	0.127149376	0.087246926	0.41206426	0.391278173	0.104037034	0.524513012	1.251152462	0.555808347	0.582908658	0.678367897	0.463815922	0.456583869	0.539621726	0.620566128	1.014807676	0.574754415	0.315477576	0.097099286	0.419301631	0.678235449	0.191776967
MYO10	0.014859327	0	0	0.066764605	0.44382259	0	0	0	0	0.001567673	0.00512619	0.007187663	0	0.017748782	0.025400114	0.006422789	0	0	0	0.005806484	0.01438768	0.024037215	0.00392203
MYO15A	0.008024126	0	0.012898753	0	0.023039515	0	0	0	0	0.009341823	0.026226318	0.019017702	0	0.014862647	0.018792997	0	0	0	0	0.004483157	0.029060142	0	0.015354105
MYO15B	0.150198039	0.01860013	0.10186424	0.157342332	0.164204968	0.13902661	0.097963445	0.108865058	0.02485477	0.009979835	0.016977932	0.030517324	0	0.04209254	0.13410216	0.052207743	0.056977512	0.071100314	0.077992989	0.026503663	0.186554127	0.03311568	0.010593034
MYO18A	0.022501014	0	0.002388332	0	0	0	0	0	0	0.001133443	0.007337166	0	0.007055187	0	0	0.008871749	0	0	0	0.002021328	0.0204372	0	0.009658429
MYO19	0.078359454	0	0.078395056	0	0.043682228	0	0.365388395	0.454447675	0.447265245	0.209802726	0.160085454	0.218141372	0.144856227	0.192900051	0.134636333	0.276608762	0.065506364	0.449714957	0.108792411	0.034802442	0.099723062	0.075819872	0.139684069
MYO1A	0.008644993	0	0.05535426	0	0.018147035	0.244041389	0	0.199082803	0	0.001041717	0.010856892	0	0.009066418	0	0.079254767	0.009117895	0.017053873	0.006977837	0	0.008199669	0.01920365	0.010207687	0.025352291
MYO1B	0.004337499	0	0.041721456	0.022111905	0	0	0	0	0.288454718	0.00215581	0.030040414	0	0.006125432	0	0.01674529	0.006111348	0	0	0.008647376	0.008876545	0.070796733	0.00979886	0
MYO1C	0.260543368	0.61854624	0.276431853	0.111697888	0.165946452	0.083323367	0.361234846	0.033628749	0	0.083246745	0.094804639	0.127686537	0.071296515	0.023476022	0.224874023	0.141560137	0.118267681	0.350003146	0.092626369	0.09319353	0.357971628	0.176172741	0.285397411
MYO1D	0.146968231	0.048289692	0.089053063	0.005553903	0.415250082	0.020600944	0.054079126	0.141756966	0.081108588	0.069534385	0.080037559	0.105493291	0.012983552	0.029188751	0.17379292	0.043029599	0.070810714	0.286064073	0.070364041	0.060386025	0.049289778	0.168213861	0.051341259
MYO1E	0.099212821	0	0.067715927	0.124116314	0.133608778	0.076629676	0.101082058	0	0	0.036684421	0.007691758	0	0.010557269	0.033784869	0.303505736	0.031073635	0.039211971	0	0.131138166	0.010774514	0.204927699	1.27053035	0.291105965
MYO1F	1.632577174	1.792363679	2.12940587	1.979233429	0.790857911	1.338530624	1.128544689	3.745318881	1.742892512	2.475965417	2.08399994	1.673503058	2.013757394	0.836243208	2.908053605	2.995436842	5.385618852	5.593256304	1.774466037	0.08414287	0.734059367	0.127657158	0.261769882
MYO1G	0.540349834	0.46961723	0.533295688	2.167673066	0.512444795	0.915862301	0.850031977	1.746971247	1.024763449	1.259894848	1.322622786	1.039122843	1.933382346	0.474303993	1.535302538	2.229873753	2.677384218	3.235904292	1.924286098	0.129682293	1.288264617	2.007586458	0.558318551
MYO3B	0.000503882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001740905	0.004223223	0	0.002434635
MYO5A	0.574610854	0.121387996	0.265293375	0.297733541	0.110064842	0.233453702	0.273605626	0.072103468	0.100593708	0.19439566	0.19465761	0.169330649	0.449383751	0.445114398	0.031055121	0.217580732	0.557041565	0.192036821	0.200181748	0.067195676	0.107128092	0.140099089	0.185803453
MYO5B	0	0.010084113	0.004092797	0.051461159	0	0	0.008364399	0.016728576	0	0.004254337	0.00380561	0.023130273	0.00923303	0	0.03320395	0.00181423	0	0	0	0.015312676	0.013735951	0	0.001755707
MYO5C	0.002652654	0	0.013646304	0	0.040576704	0.011757621	0	0	0	0.008753337	0	0	0.106559611	0	0.006965249	0.007172932	0	0	0.004532874	0.015904929	0.041767024	0.029443956	0.042261563
MYO6	0.003649888	0.025992281	0.022691929	0.022111905	0.140629674	0.043685036	0.033754234	0.163015299	0.071709767	0.071596201	0.080323429	0.109399385	0.032539045	0.245204796	0.249095089	0.091122807	0.197642232	0.291026321	0.29550638	0.059648767	0.028345217	0	0.028315243
MYO7A	0.061390272	0	0.003122117	0	0	0	0.104435544	0.038842478	0.023350416	0	0	0.057991527	0.050231297	0.226777537	0	0.013729943	0.115508575	0.085829452	0.018750066	0.000223769	0	0	0
MYO7B	0.008229268	0.109037088	0.020736248	0.033885129	0	0	0	0	0	0.004603702	0.006032541	0.00763062	0	0.011527646	0.03121714	0.004415956	0	0.054382273	0.039244775	0.018140386	0.397844945	0.180073711	0.070908954
MYO9A	0.102268485	0.200218207	0.052110455	0.163990807	0.149742553	0	0.071664007	0.238564892	0.663512986	0.093605857	0.168598973	0.074018287	0.090117606	0.119465903	0.375165283	0.175986562	0.155190098	0.618909225	0.050082573	0.028143544	0.160338278	1.082679922	0.106850692
MYO9B	1.906860635	0.486959397	0.860033048	1.504306741	0.533350351	0.247819604	1.094329402	0.671151397	0.746266538	0.474490575	0.346273725	0.491790592	0.435747976	0.597080898	1.010266212	0.631636171	1.443536439	2.13130075	0.541391668	0.106102455	0.644628894	1.080330793	0.238544182
MYOF	0.078503466	0	0.246272442	0.788862027	0	0	0.10677432	0.044668746	0	0	0	0	0.006308325	0	0.008744746	0	0	0	0	0.005633411	0.000455222	0	0.004548118
MYOM1	0.004876143	0.026439703	0.005448267	0	0	0	0	0	0	0.007466348	0.015081423	0.023302415	0.026088713	0	0.053888398	0.013222014	0	0.14059264	0.017206783	0.004750147	0.008478415	0	0
MYOM2	0.058224861	0	0.141528462	0	0.008448025	0	0.021167018	0.182037496	0.090416745	0.032821007	0.062651691	0.103517392	0.055134643	0.114817644	0.03287025	0.010873603	0.025775144	0.04592674	0.01484054	0.00734896	0.057413685	0.06057127	0.116533207
MYOT	0	0	0.00496685	0	0	0	0	0	0	0.031751738	0.006038124	0	0	0	0	0	0	0	0	0.000455788	0	0	0
MYOZ3	0.002120396	0	0.010815038	0	0	0	0.004846964	0	0	0	0.013133069	0	0.007023681	0	0	0.007366338	0	0	0	0.000917889	0.003470826	0	0
MYPOP	0.113512276	0.302021126	0.226516433	0.104000715	0.06818625	0	0.086032668	0.516672974	0.05931071	0.103946315	0.128812938	0.154094175	0.17734106	0.202775232	0.113934837	0.225664006	0.161418933	0.38967076	0.074614941	0.049110956	0.219945352	0.086533166	0.128919031
MYRF	0	0	0	0	0	0	0	0.027991851	0	0.007213515	0.010784029	0	0	0	0	0.036159231	0	0	0	0.001715065	0.003254722	0	0.002127293
MYRIP	0	0	0	0	0	0	0	0	0	0.002372793	0	0	0	0	0	0	0	0	0	0.001204465	0	0.036932819	0.006904416
MYSM1	0.034596244	0.027245561	0.043186942	0.063942553	0.145483263	0.274154232	0.02799165	0.173482944	0	0.139842344	0.109324531	0.188153741	0.153331284	0.097697478	0.155491138	0.166712259	0.04950248	0.773978929	0.081685261	0.049054298	0.24975712	0.155956893	0.118342356
MYT1L	0.00068334	0	0	0	0	0	0	0	0	0.009328073	0.002217295	0.017810042	0.092300169	0	0.014568432	0	0	0.124691031	0	0.001030065	0.017180008	0	0
MZB1	0.79946916	0.596495825	0.70072883	0.451827982	1.098960269	0	0.654323075	1.89362141	0.838125543	1.137606728	0.796980042	0.703059917	2.806362674	0.804853613	1.444213826	1.415125367	0.939707947	0.826999016	1.238682194	99.96549355	6.920866145	20.38668419	70.82480758
MZF1	0.101725278	0.103791153	0.061979908	0.028403737	0.188197936	0	0.044332539	0.440975523	1.459671724	0.31907989	0.324640569	0.313272978	0.301895042	0.457665079	0.544312493	0.40633654	0.325475372	0.904501099	0.342890239	0.093909168	0.177013918	0.322288596	0.154841893
MZT1	0.818431893	0.820200089	0.481922376	0.229765585	0.927059694	1.573313563	1.755873173	1.248953391	0.62486309	1.100406827	1.599884907	1.07629937	1.227972047	0.823675638	1.280050433	1.564786755	1.2811632	1.122645447	2.445268241	0.2676134	1.10278716	1.583917894	1.564893528
MZT2A	1.850959427	7.356971233	2.273332686	0.837839749	0.828595524	1.320580698	8.383038128	4.590961417	3.746910655	4.382444721	5.599563161	5.364972993	4.110889785	5.041656858	4.354823264	5.377810772	4.179474263	4.052549504	6.894318587	1.156076843	2.678327411	3.837815706	4.779362737
MZT2B	4.127200889	5.345817489	3.142155499	2.006222782	2.892552348	2.99932832	8.220158592	5.588623926	3.109478915	4.49434057	5.792904205	6.266510952	4.80711671	4.824955673	4.848107542	5.176200052	6.066622495	5.304731854	9.50299513	2.229857882	3.791949708	6.208047198	9.136554958
